City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,boguchany,58.3814,97.4531,7.7,78,100,7.15,RU,1700371125
364,tefe,-3.3542,-64.7114,26.11,74,41,0.43,BR,1700371125
365,erenhot,43.6475,111.9767,4.75,30,1,3.34,CN,1700371126
366,vanimo,-2.6741,141.3028,29.86,67,76,4.68,PG,1700371126
367,vozhega,60.4725,40.2213,-7.5,92,94,2.8,RU,1700371126
368,cabedelo,-6.9811,-34.8339,26.37,83,0,4.44,BR,1700371127
369,colonia,50.9333,6.95,13.36,86,100,5.14,DE,1700371127
370,umba,66.6871,34.3429,-11.42,94,62,1.9,RU,1700371127
371,chinsali,-10.5414,32.0816,23.3,56,56,1.92,ZM,1700371127
372,bengkulu,-3.8004,102.2655,27.17,83,100,3.95,ID,1700370843
373,whitby,54.4877,-0.615,11.04,87,87,1.34,GB,1700371128
374,karema,-6.8205,30.4389,24.86,66,30,3.08,TZ,1700371128
375,tionk essil,12.7856,-16.5217,27.98,78,33,2.49,SN,1700371128
376,mandan,46.8267,-100.8896,6.64,77,0,3.09,US,1700370930
377,conception bay south,47.4999,-52.9981,11.91,93,100,10.95,CA,1700371129
378,el calafate,-50.3408,-72.2768,3.96,66,1,3.94,AR,1700371129
379,saudarkrokur,65.7461,-19.6394,-0.36,78,99,2.65,IS,1700371129
380,antri,26.0567,78.2144,24.16,36,0,2.54,IN,1700371129
381,afif,23.9065,42.9172,21.54,56,61,7.59,SA,1700371130
382,port loko,8.7667,-12.7833,23.6,95,94,0.43,SL,1700371130
383,garachico,28.7781,-17.7646,21.38,88,0,3.6,ES,1700371130
384,sikonge,-5.6333,32.7667,23.41,54,79,4.96,TZ,1700371130
385,aswan,24.0934,32.907,19.51,55,36,3.47,EG,1700371131
386,rosetta,31.4044,30.4164,20.94,62,63,11.01,EG,1700371131
387,astrakhan,46.3497,48.0408,5.93,100,100,8.94,RU,1700371131
388,kodinar,20.7903,70.7031,29.2,39,0,3.02,IN,1700371131
389,chifeng,42.2683,118.9636,6.31,46,2,5.02,CN,1700370936
390,yelizovo,53.1873,158.3805,1.08,100,100,2.0,RU,1700370972
391,mikuni,36.2171,136.1519,12.95,68,93,7.04,JP,1700371132
392,campestre,-21.7111,-46.2464,21.44,81,100,0.49,BR,1700371132
393,shubarkuduk,49.1447,56.4872,-1.77,55,0,3.03,KZ,1700371132
394,miracema do tocantins,-9.5618,-48.3967,26.96,64,77,0.46,BR,1700371132
395,pangody,65.85,74.4859,-20.77,98,96,4.12,RU,1700371133
396,colchani,-20.3,-66.9333,8.13,18,0,3.36,BO,1700371134
397,sitia,35.2,26.0986,13.88,60,96,15.05,GR,1700371134
398,krivosheino,57.3431,83.9261,-5.12,86,100,8.99,RU,1700371135
399,new norfolk,-42.7826,147.0587,18.72,50,93,1.52,AU,1700371135
400,heyuan,23.7333,114.6833,23.21,30,67,0.97,CN,1700371136
401,salalah,17.0151,54.0924,28.05,69,20,1.03,OM,1700370998
402,axim,4.8699,-2.2405,25.78,86,26,2.8,GH,1700370983
403,pariaman,-0.619,100.12,29.03,76,100,2.33,ID,1700371136
404,nemuro,43.3236,145.575,9.07,67,63,10.03,JP,1700371010
405,nova vicosa,-17.8919,-39.3719,24.97,80,2,6.91,BR,1700371137
406,sinsang-ni,39.6503,127.4058,11.58,47,10,6.36,KP,1700371137
407,gadzhiyevo,69.2551,33.3362,-11.57,97,73,3.2,RU,1700371137
408,oranjemund,-28.55,16.4333,17.1,73,9,1.99,NA,1700371137
409,presque isle,46.6811,-68.0159,-2.5,88,0,3.58,US,1700371138
410,constitucion,-35.3333,-72.4167,10.62,82,76,3.72,CL,1700371138
411,beroroha,-21.6667,45.1667,31.89,40,1,1.83,MG,1700371138
412,howrah,22.5892,88.3103,27.0,69,40,3.6,IN,1700371046
413,whitehorse,60.7161,-135.0538,-12.57,55,100,4.63,CA,1700371138
414,porto-vecchio,41.591,9.2795,15.81,63,0,8.23,FR,1700371139
415,kindu,-2.95,25.95,22.09,99,100,0.32,CD,1700371139
416,bhattarai danda,27.8828,83.9314,25.09,52,8,0.96,NP,1700371139
417,geraldton,-28.7667,114.6,32.23,31,0,9.77,AU,1700370974
418,shitanjing,39.2342,106.3439,10.74,8,0,1.27,CN,1700371140
419,smidovich,48.6,133.8167,-3.59,96,100,4.4,RU,1700371141
420,kabansk,52.0486,106.6528,1.72,67,71,3.06,RU,1700371142
421,tadmur,34.5608,38.2805,15.79,80,92,3.75,SY,1700371142
422,santa elena de uairen,4.6167,-61.1333,20.42,85,53,1.51,VE,1700371143
423,urcos,-13.6861,-71.6228,13.94,87,100,1.76,PE,1700371143
424,portland,45.5234,-122.6762,8.12,94,100,3.6,US,1700371144
425,krasnoufimsk,56.6059,57.7669,-7.13,72,45,4.36,RU,1700370938
426,minot air force base,48.4209,-101.3391,0.1,80,0,2.57,US,1700371144
427,anaconda,46.1285,-112.9423,-0.45,73,68,2.43,US,1700371145
428,palmer,42.1584,-72.3287,2.86,70,0,2.21,US,1700371145
429,as sulayyil,20.4607,45.5779,21.14,56,74,6.07,SA,1700371058
430,xilitla,21.3333,-98.9667,18.39,92,9,1.34,MX,1700371145
431,altay,47.8667,88.1167,3.41,94,100,1.45,CN,1700371001
432,tateyama,34.9833,139.8667,15.71,57,30,2.8,JP,1700371146
433,kahror pakka,29.6238,71.9167,24.89,29,1,1.78,PK,1700371146
434,tomatlan,19.9333,-105.25,23.33,96,34,0.62,MX,1700371147
435,andergrove,-21.0833,149.1833,30.36,65,8,4.95,AU,1700371147
436,east tamworth,-31.0894,150.9436,30.77,22,54,2.06,AU,1700371147
437,varto,39.1732,41.4559,7.79,92,100,6.18,TR,1700371147
438,male,4.1748,73.5089,29.97,79,75,3.6,MV,1700371147
439,zouerate,22.7187,-12.4521,19.68,20,0,3.73,MR,1700371080
440,tindouf,27.6711,-8.1474,16.09,23,2,3.33,DZ,1700371079
441,trincomalee,8.5711,81.2335,26.55,85,98,3.67,LK,1700371148
442,seydi,39.4816,62.9137,13.25,40,43,6.26,TM,1700371149
443,mournies,35.4764,24.0092,13.79,67,75,5.14,GR,1700371149
444,coquimbo,-29.9533,-71.3436,13.85,94,0,0.51,CL,1700370921
445,seven pagodas,12.6264,80.1722,30.59,67,100,6.78,IN,1700371150
446,katsuura,35.1333,140.3,16.86,59,21,2.61,JP,1700370997
447,dhidhdhoo,6.8833,73.1,27.64,78,95,1.98,MV,1700370903
448,mishelevka,52.8575,103.1719,2.3,82,81,4.34,RU,1700371151
449,bamboo flat,11.7,92.7167,30.05,74,40,4.63,IN,1700371151
450,jeju city,33.5097,126.5219,15.96,51,20,5.66,KR,1700371126
451,barah,13.7,30.3667,21.52,30,100,3.9,SD,1700370553
452,halvad,23.0167,71.1833,27.42,32,0,3.37,IN,1700371151
453,prado,-17.3411,-39.2208,24.54,79,5,5.95,BR,1700371152
454,sao gabriel da cachoeira,-0.1303,-67.0892,24.11,93,92,0.85,BR,1700371152
455,yen vinh,18.6667,105.6667,22.82,60,16,3.41,VN,1700371152
456,pagar alam,-4.0167,103.2667,27.95,68,100,1.43,ID,1700371152
457,xunchang,28.4543,104.715,17.35,63,36,1.18,CN,1700371095
458,telfs,47.3,11.0667,11.69,100,100,1.88,AT,1700371153
459,kavaratti,10.5669,72.642,28.71,70,87,2.11,IN,1700371153
460,kourou,5.1552,-52.6478,26.03,91,18,2.86,GF,1700371153
461,izumo,35.3667,132.7667,14.65,63,31,8.17,JP,1700370651
462,walvis bay,-22.9575,14.5053,17.27,74,0,3.04,NA,1700371154
463,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.03,GF,1700371155
464,corner brook,48.9667,-57.9484,13.09,81,100,11.75,CA,1700371155
465,pariyapuram,10.9561,76.1916,29.16,62,100,0.78,IN,1700371156
466,koton-karfe,8.1,6.8,24.68,59,93,0.44,NG,1700371156
467,new plymouth,-39.0667,174.0833,15.17,94,100,4.21,NZ,1700371071
468,vernon,50.2581,-119.2691,1.74,85,69,1.54,CA,1700371134
469,bousso,10.4795,16.7117,22.78,20,90,2.62,TD,1700371157
470,farafangana,-22.8167,47.8333,24.0,85,99,4.1,MG,1700371158
471,mokopane,-24.1944,29.0097,23.12,56,90,1.68,ZA,1700371120
472,siwa oasis,29.2041,25.5195,17.12,79,0,5.58,EG,1700371158
473,balkanabat,39.5108,54.3671,17.33,43,0,5.2,TM,1700371158
474,puerto armuelles,8.2833,-82.8667,23.94,96,100,1.34,PA,1700371159
475,puerto colombia,10.9878,-74.9547,26.05,92,100,5.48,CO,1700371159
476,todiresti,47.3167,26.8333,-1.96,90,27,5.32,RO,1700371160
477,ulety,51.3572,112.4849,-0.2,68,45,1.38,RU,1700371160
478,borba,-4.3878,-59.5939,27.84,64,87,0.85,BR,1700371160
479,hirara,24.8,125.2833,23.92,60,40,7.72,JP,1700371161
480,seaside,36.6111,-121.8516,16.19,91,18,3.58,US,1700371158
481,saint-philippe,-21.3585,55.7679,24.77,63,0,3.48,RE,1700371161
482,zaozersk,69.4005,32.4476,-13.13,98,70,2.79,RU,1700371162
483,ilza,51.1631,21.2398,-0.12,87,100,1.94,PL,1700371162
484,zernograd,46.8452,40.3083,5.07,76,100,10.07,RU,1700371163
485,jinchang,38.4953,102.1739,11.87,10,0,1.52,CN,1700371163
486,papantla de olarte,20.45,-97.3167,19.35,94,10,0.63,MX,1700370881
487,reggane,26.7158,0.1714,19.39,28,0,4.92,DZ,1700371076
488,inhambane,-23.865,35.3833,25.27,69,41,3.55,MZ,1700371164
489,big bear city,34.2611,-116.845,5.64,87,100,3.09,US,1700371164
490,labytnangi,66.6572,66.4183,-25.5,95,49,1.85,RU,1700370941
491,mahriz,31.5917,54.4318,12.28,32,0,2.02,IR,1700371164
492,kolonia town,6.964,158.206,30.0,79,20,2.57,FM,1700371164
493,viseu,40.661,-7.9097,13.18,91,20,1.51,PT,1700371165
494,mahenge,-8.6833,36.7167,21.29,80,87,1.07,TZ,1700371165
495,sandnessjoen,66.0217,12.6316,-5.71,87,99,5.33,NO,1700371165
496,centerville,39.6284,-84.1594,3.92,66,0,2.06,US,1700371166
497,mahilyow,53.9139,30.3364,-2.94,68,100,3.0,BY,1700371166
498,mar del plata,-38.0023,-57.5575,11.08,70,0,4.02,AR,1700370880
499,deoli,25.75,75.3833,24.48,33,0,2.83,IN,1700371028
500,grand-bassam,5.2118,-3.7388,24.98,85,75,2.9,CI,1700371167
501,mahanje,-9.9333,35.3333,23.18,71,88,1.4,TZ,1700371167
502,hovd,48.0056,91.6419,1.46,66,56,0.94,MN,1700371167
503,puerto baquerizo moreno,-0.9,-89.6,22.25,83,15,3.32,EC,1700371167
504,makarska,43.2969,17.0178,6.33,58,1,2.56,HR,1700371167
505,ban chang,12.7254,101.0553,29.77,48,56,4.63,TH,1700370920
506,natal,-5.795,-35.2094,26.36,83,40,3.09,BR,1700371168
507,fortuna,40.5982,-124.1573,12.19,94,75,0.89,US,1700371168
508,puerto ayacucho,5.6639,-67.6236,24.69,91,97,1.81,VE,1700371168
509,nyrob,60.733,56.7202,-8.54,94,100,2.86,RU,1700371169
510,sao joao da barra,-21.6403,-41.0511,23.77,88,28,4.5,BR,1700371169
511,xining,36.6167,101.7667,7.22,18,0,0.39,CN,1700371169
512,tipasa,36.5897,2.4475,17.95,54,3,2.07,DZ,1700370984
513,baykal'sk,51.5058,104.1469,5.61,82,50,1.96,RU,1700371066
514,conde,-7.2597,-34.9075,25.7,83,40,2.06,BR,1700371170
515,al hasakah,36.5024,40.7477,16.9,52,91,11.97,SY,1700371163
516,torrington,41.8007,-73.1212,2.38,76,0,0.45,US,1700370725
517,weirton heights,40.4084,-80.5392,4.13,79,0,0.45,US,1700371171
518,san pedro,14.35,121.0167,31.57,65,40,3.6,PH,1700370982
519,tucuma,-0.1833,-50.05,25.45,90,93,3.56,BR,1700371154
520,hasaki,35.7333,140.8333,19.22,41,3,3.36,JP,1700371038
521,revelstoke,50.9832,-118.2023,0.01,100,100,1.03,CA,1700371172
522,staryye ozinki,51.1786,49.6769,-4.59,62,0,3.57,RU,1700371172
523,ugoofaaru,5.6667,73.0,28.48,72,99,2.61,MV,1700371149
524,buncrana,55.1333,-7.45,10.9,92,100,4.73,IE,1700371173
525,alexandria,31.2156,29.9553,20.92,61,63,10.68,EG,1700371173
526,banda aceh,5.5577,95.3222,29.45,71,87,5.03,ID,1700371173
527,tekeli,44.83,78.8239,5.86,61,100,3.1,KZ,1700371173
528,taupo,-38.6833,176.0833,14.49,92,100,1.71,NZ,1700370883
529,kharan,28.5833,65.4167,21.88,32,0,1.02,PK,1700371174
530,rundu,-17.9333,19.7667,25.6,37,100,1.77,NA,1700370949
531,dunedin,-45.8742,170.5036,12.67,66,94,0.89,NZ,1700371175
532,paya,18.25,-70.3,25.14,90,100,2.5,DO,1700371176
533,marsa alam,25.0757,34.8918,23.7,46,1,3.77,EG,1700370928
534,al bayda,32.7627,21.7551,12.53,60,72,12.45,LY,1700371176
535,cassilandia,-19.1133,-51.7342,25.67,59,100,2.12,BR,1700371115
536,aitape,-3.1374,142.3475,29.57,72,91,4.97,PG,1700371177
537,mariehamn,60.0973,19.9348,-1.08,74,100,2.57,AX,1700371177
538,tahe,52.3333,124.7333,-0.39,52,32,5.06,CN,1700371178
539,strezhevoy,60.7333,77.5889,-15.02,92,70,4.47,RU,1700370886
540,baie-saint-paul,47.4411,-70.4986,1.7,73,15,1.42,CA,1700371178
541,lagoa,39.05,-27.9833,16.06,69,24,3.81,PT,1700371179
542,leava,-14.3,-178.1667,28.51,81,32,9.12,WF,1700371179
543,benghazi,32.1167,20.0667,19.07,53,7,11.02,LY,1700370917
544,muisne,0.6,-80.0333,24.43,85,82,1.99,EC,1700371179
545,balaklava,44.5,33.6,8.54,71,100,4.05,UA,1700370941
546,totness,5.8833,-56.3167,26.26,79,0,4.77,SR,1700371180
547,maun,-19.9833,23.4167,28.87,25,62,2.74,BW,1700371180
548,santa ana de yacuma,-13.75,-65.4333,31.86,39,100,1.98,BO,1700371180
549,nikolayevsk-on-amure,53.1406,140.73,-0.84,93,100,2.16,RU,1700371180
550,n'dalatando,-9.2978,14.9116,19.93,89,98,0.19,AO,1700371181
551,rosso,16.4986,-15.8153,27.01,23,66,3.67,SN,1700371181
552,bratsk,56.1325,101.6142,3.27,74,100,5.19,RU,1700371181
553,mili,6.0815,171.735,28.7,76,95,5.88,MH,1700371181
554,boden,65.8252,21.6886,-12.0,97,64,1.22,SE,1700371181
555,piti village,13.4626,144.6933,30.73,84,100,4.63,GU,1700371182
556,alo,7.4178,6.7371,24.43,78,95,0.98,NG,1700371182
557,moniquira,5.8764,-73.5728,16.46,97,100,0.52,CO,1700371182
558,thinadhoo,0.5333,72.9333,28.14,78,17,4.8,MV,1700371182
559,melfort,52.8667,-104.6177,1.07,80,10,4.12,CA,1700371183
560,ceres,37.5949,-120.9577,15.59,98,100,0.0,US,1700371183
561,sao miguel do araguaia,-13.275,-50.1628,26.95,53,17,2.31,BR,1700371183
562,buraydah,26.326,43.975,19.25,73,64,6.57,SA,1700371183
563,simanggang,1.2472,111.4528,29.99,84,40,2.06,MY,1700371184
564,haparanda,65.8355,24.1368,-13.97,94,94,1.04,SE,1700371184
565,nishifukuma,33.7667,130.4667,16.0,59,7,8.56,JP,1700371184
566,saynshand,44.8824,110.1163,2.7,49,25,2.94,MN,1700371184
567,pokachi,61.7198,75.3683,-20.2,96,15,3.85,RU,1700371184
568,ahmadpur sial,30.6754,71.7483,24.42,23,1,0.79,PK,1700371185
569,poronaysk,49.2167,143.1167,3.51,72,45,5.04,RU,1700371185
570,sungai penuh,-2.0833,101.3833,25.56,72,100,0.9,ID,1700371186
571,tejen,37.3834,60.5054,16.8,49,2,5.57,TM,1700371186
572,hobyo,5.3505,48.5268,28.57,72,95,7.87,SO,1700371186
573,geisingen,47.9167,8.6333,10.59,75,100,5.82,DE,1700371187
574,kismayo,-0.3582,42.5454,26.54,82,93,5.21,SO,1700371187
575,kuala kangsar,4.7667,100.9333,30.96,79,100,1.55,MY,1700370923
576,luorong,24.4058,109.6086,22.53,38,35,1.32,CN,1700371188
577,sanatoga,40.2451,-75.5952,5.4,73,0,0.0,US,1700371188
578,lashkar gah,31.5938,64.3716,19.79,37,22,2.39,AF,1700370956
579,ornskoldsvik,63.2909,18.7153,-15.47,92,17,2.06,SE,1700371188
580,englewood,39.6478,-104.9878,9.9,54,40,0.0,US,1700371189
581,mount gambier,-37.8333,140.7667,20.3,48,100,3.86,AU,1700370702
582,paulden,34.8856,-112.4682,10.1,76,3,0.45,US,1700371189
583,mil'kovo,55.6078,37.7956,-7.75,64,72,2.24,RU,1700371189
584,kushalnagar,12.458,75.959,24.1,63,100,3.92,IN,1700371190
585,buchanan,5.8808,-10.0467,25.12,88,90,1.01,LR,1700371190
